site;DO;temp;datetime
Toranche aval; 1,20;19,38;2019/07/21 10:30:00
Toranche aval; 1,18;19,38;2019/07/21 10:45:00
Toranche aval; 1,07;19,42;2019/07/21 11:00:00
Toranche aval; 1,17;19,44;2019/07/21 11:15:00
Toranche aval; 1,30;19,46;2019/07/21 11:30:00
Toranche aval; 1,22;19,48;2019/07/21 11:45:00
Toranche aval; 0,98;19,52;2019/07/21 12:00:00
Toranche aval; 0,90;19,54;2019/07/21 12:15:00
Toranche aval; 0,89;19,56;2019/07/21 12:30:00
Toranche aval; 0,83;19,60;2019/07/21 12:45:00
Toranche aval; 0,78;19,66;2019/07/21 13:00:00
Toranche aval; 1,08;19,80;2019/07/21 13:15:00
Toranche aval; 1,03;19,98;2019/07/21 13:30:00
Toranche aval; 0,83;20,08;2019/07/21 13:45:00
Toranche aval; 0,94;20,20;2019/07/21 14:00:00
Toranche aval; 1,40;20,28;2019/07/21 14:15:00
Toranche aval; 1,22;20,40;2019/07/21 14:30:00
Toranche aval; 1,23;20,50;2019/07/21 14:45:00
Toranche aval; 1,55;20,60;2019/07/21 15:00:00
Toranche aval; 1,85;20,80;2019/07/21 15:15:00
Toranche aval; 1,48;20,98;2019/07/21 15:30:00
Toranche aval; 1,54;20,98;2019/07/21 15:45:00
Toranche aval; 1,70;21,02;2019/07/21 16:00:00
Toranche aval; 1,53;21,08;2019/07/21 16:15:00
Toranche aval; 1,38;21,12;2019/07/21 16:30:00
Toranche aval; 1,23;21,14;2019/07/21 16:45:00
Toranche aval; 1,18;21,20;2019/07/21 17:00:00
Toranche aval; 1,14;21,26;2019/07/21 17:15:00
Toranche aval; 0,91;21,32;2019/07/21 17:30:00
Toranche aval; 0,78;21,30;2019/07/21 17:45:00
Toranche aval; 3,18;21,88;2019/07/21 18:00:00
Toranche aval; 2,73;22,08;2019/07/21 18:15:00
Toranche aval; 2,19;22,04;2019/07/21 18:30:00
Toranche aval; 1,91;22,04;2019/07/21 18:45:00
Toranche aval; 1,38;21,96;2019/07/21 19:00:00
Toranche aval; 1,15;21,92;2019/07/21 19:15:00
Toranche aval; 0,78;21,88;2019/07/21 19:30:00
Toranche aval; 0,67;21,84;2019/07/21 19:45:00
Toranche aval; 0,60;21,82;2019/07/21 20:00:00
Toranche aval; 0,54;21,80;2019/07/21 20:15:00
Toranche aval; 0,47;21,78;2019/07/21 20:30:00
Toranche aval; 0,36;21,72;2019/07/21 20:45:00
Toranche aval; 0,50;21,76;2019/07/21 21:00:00
Toranche aval; 0,62;21,76;2019/07/21 21:15:00
Toranche aval; 0,44;21,68;2019/07/21 21:30:00
Toranche aval; 0,43;21,68;2019/07/21 21:45:00
Toranche aval; 0,39;21,70;2019/07/21 22:00:00
Toranche aval; 0,49;21,72;2019/07/21 22:15:00
Toranche aval; 0,40;21,70;2019/07/21 22:30:00
Toranche aval; 0,34;21,68;2019/07/21 22:45:00
Toranche aval; 0,37;21,70;2019/07/21 23:00:00
Toranche aval; 0,31;21,66;2019/07/21 23:15:00
Toranche aval; 0,19;21,62;2019/07/21 23:30:00
Toranche aval; 0,20;21,60;2019/07/21 23:45:00
Toranche aval; 0,51;21,58;2019/07/22 00:00:00
Toranche aval; 0,31;21,56;2019/07/22 00:15:00
Toranche aval; 0,18;21,54;2019/07/22 00:30:00
Toranche aval; 0,16;21,50;2019/07/22 00:45:00
Toranche aval; 0,09;21,48;2019/07/22 01:00:00
Toranche aval; 0,12;21,46;2019/07/22 01:15:00
Toranche aval; 0,20;21,42;2019/07/22 01:30:00
Toranche aval; 0,13;21,38;2019/07/22 01:45:00
Toranche aval; 0,45;21,38;2019/07/22 02:00:00
Toranche aval; 0,10;21,32;2019/07/22 02:15:00
Toranche aval; 0,10;21,28;2019/07/22 02:30:00
Toranche aval; 0,01;21,24;2019/07/22 02:45:00
Toranche aval; 0,07;21,20;2019/07/22 03:00:00
Toranche aval; 0,03;21,18;2019/07/22 03:15:00
Toranche aval; 0,00;21,14;2019/07/22 03:30:00
Toranche aval;NA;21,12;2019/07/22 03:45:00
Toranche aval;NA;21,08;2019/07/22 04:00:00
Toranche aval;NA;21,06;2019/07/22 04:15:00
Toranche aval; 0,01;21,00;2019/07/22 04:30:00
Toranche aval; 0,00;20,94;2019/07/22 04:45:00
Toranche aval; 0,01;20,92;2019/07/22 05:00:00
Toranche aval; 0,05;20,88;2019/07/22 05:15:00
Toranche aval; 0,12;20,82;2019/07/22 05:30:00
Toranche aval; 0,22;20,74;2019/07/22 05:45:00
Toranche aval; 0,26;20,68;2019/07/22 06:00:00
Toranche aval; 0,33;20,64;2019/07/22 06:15:00
Toranche aval; 0,49;20,60;2019/07/22 06:30:00
Toranche aval; 0,57;20,56;2019/07/22 06:45:00
Toranche aval; 0,52;20,50;2019/07/22 07:00:00
Toranche aval; 0,79;20,48;2019/07/22 07:15:00
Toranche aval; 0,67;20,44;2019/07/22 07:30:00
Toranche aval; 0,48;20,40;2019/07/22 07:45:00
Toranche aval; 0,50;20,38;2019/07/22 08:00:00
Toranche aval; 0,49;20,36;2019/07/22 08:15:00
Toranche aval; 0,47;20,34;2019/07/22 08:30:00
Toranche aval; 0,53;20,32;2019/07/22 08:45:00
Toranche aval; 0,66;20,32;2019/07/22 09:00:00
Toranche aval; 1,12;20,30;2019/07/22 09:15:00
Toranche aval; 1,13;20,32;2019/07/22 09:30:00
Toranche aval; 0,93;20,30;2019/07/22 09:45:00
Toranche aval; 0,74;20,32;2019/07/22 10:00:00
Toranche aval; 0,69;20,32;2019/07/22 10:15:00
Toranche aval; 0,64;20,36;2019/07/22 10:30:00
Toranche aval; 0,72;20,38;2019/07/22 10:45:00
Toranche aval; 0,69;20,40;2019/07/22 11:00:00
Toranche aval; 0,73;20,40;2019/07/22 11:15:00
Toranche aval; 0,72;20,42;2019/07/22 11:30:00
Toranche aval; 0,78;20,44;2019/07/22 11:45:00
Toranche aval; 1,32;20,50;2019/07/22 12:00:00
Toranche aval; 1,33;20,54;2019/07/22 12:15:00
Toranche aval; 1,00;20,58;2019/07/22 12:30:00
Toranche aval; 1,00;20,72;2019/07/22 12:45:00
Toranche aval; 1,37;20,84;2019/07/22 13:00:00
Toranche aval; 1,85;21,02;2019/07/22 13:15:00
Toranche aval; 1,94;21,22;2019/07/22 13:30:00
Toranche aval; 2,06;21,34;2019/07/22 13:45:00
Toranche aval; 1,98;21,44;2019/07/22 14:00:00
Toranche aval; 1,74;21,60;2019/07/22 14:15:00
Toranche aval; 2,15;21,72;2019/07/22 14:30:00
Toranche aval; 2,01;21,92;2019/07/22 14:45:00
Toranche aval; 1,91;22,04;2019/07/22 15:00:00
Toranche aval; 2,18;22,22;2019/07/22 15:15:00
Toranche aval; 2,27;22,38;2019/07/22 15:30:00
Toranche aval; 2,03;22,42;2019/07/22 15:45:00
Toranche aval; 1,92;22,52;2019/07/22 16:00:00
Toranche aval; 2,24;22,50;2019/07/22 16:15:00
Toranche aval; 2,22;22,62;2019/07/22 16:30:00
Toranche aval; 2,04;22,72;2019/07/22 16:45:00
Toranche aval; 1,80;22,66;2019/07/22 17:00:00
Toranche aval; 1,54;22,60;2019/07/22 17:15:00
Toranche aval; 1,75;22,72;2019/07/22 17:30:00
Toranche aval; 1,80;22,80;2019/07/22 17:45:00
Toranche aval; 1,73;22,72;2019/07/22 18:00:00
Toranche aval; 2,92;23,04;2019/07/22 18:15:00
Toranche aval; 1,70;23,10;2019/07/22 18:30:00
Toranche aval; 1,66;23,10;2019/07/22 18:45:00
Toranche aval; 1,47;23,08;2019/07/22 19:00:00
Toranche aval; 1,49;23,08;2019/07/22 19:15:00
Toranche aval; 0,94;23,08;2019/07/22 19:30:00
Toranche aval; 0,98;23,02;2019/07/22 19:45:00
Toranche aval; 0,94;23,02;2019/07/22 20:00:00
Toranche aval; 0,39;22,96;2019/07/22 20:15:00
Toranche aval; 0,27;22,88;2019/07/22 20:30:00
Toranche aval; 0,34;22,88;2019/07/22 20:45:00
Toranche aval; 0,18;22,84;2019/07/22 21:00:00
Toranche aval; 0,32;22,88;2019/07/22 21:15:00
Toranche aval; 0,23;22,82;2019/07/22 21:30:00
Toranche aval; 0,18;22,70;2019/07/22 21:45:00
Toranche aval; 0,21;22,74;2019/07/22 22:00:00
Toranche aval; 0,86;22,80;2019/07/22 22:15:00
Toranche aval; 0,40;22,78;2019/07/22 22:30:00
Toranche aval; 0,91;22,78;2019/07/22 22:45:00
Toranche aval; 1,34;22,78;2019/07/22 23:00:00
Toranche aval; 1,04;22,74;2019/07/22 23:15:00
Toranche aval; 0,71;22,70;2019/07/22 23:30:00
Toranche aval; 0,61;22,66;2019/07/22 23:45:00
Toranche aval; 1,47;22,62;2019/07/23 00:00:00
Toranche aval; 1,71;22,60;2019/07/23 00:15:00
Toranche aval; 1,53;22,54;2019/07/23 00:30:00
Toranche aval; 1,31;22,46;2019/07/23 00:45:00
Toranche aval; 1,07;22,38;2019/07/23 01:00:00
Toranche aval; 1,53;22,32;2019/07/23 01:15:00
Toranche aval; 1,48;22,26;2019/07/23 01:30:00
Toranche aval; 2,03;22,14;2019/07/23 01:45:00
Toranche aval; 2,15;22,08;2019/07/23 02:00:00
Toranche aval; 1,72;22,02;2019/07/23 02:15:00
Toranche aval; 2,61;21,92;2019/07/23 02:30:00
Toranche aval; 2,16;21,84;2019/07/23 02:45:00
Toranche aval; 1,82;21,76;2019/07/23 03:00:00
Toranche aval; 2,08;21,70;2019/07/23 03:15:00
Toranche aval; 2,20;21,60;2019/07/23 03:30:00
Toranche aval; 1,98;21,54;2019/07/23 03:45:00
Toranche aval; 2,49;21,44;2019/07/23 04:00:00
Toranche aval; 2,04;21,36;2019/07/23 04:15:00
Toranche aval; 1,95;21,26;2019/07/23 04:30:00
Toranche aval; 1,99;21,20;2019/07/23 04:45:00
Toranche aval; 1,88;21,16;2019/07/23 05:00:00
Toranche aval; 1,81;21,10;2019/07/23 05:15:00
Toranche aval; 1,65;21,04;2019/07/23 05:30:00
Toranche aval; 1,57;20,98;2019/07/23 05:45:00
Toranche aval; 1,60;20,88;2019/07/23 06:00:00
Toranche aval; 1,82;20,82;2019/07/23 06:15:00
Toranche aval; 1,81;20,72;2019/07/23 06:30:00
Toranche aval; 1,96;20,64;2019/07/23 06:45:00
Toranche aval; 2,05;20,58;2019/07/23 07:00:00
Toranche aval; 2,14;20,50;2019/07/23 07:15:00
Toranche aval; 2,03;20,44;2019/07/23 07:30:00
Toranche aval; 1,67;20,42;2019/07/23 07:45:00
Toranche aval; 1,73;20,42;2019/07/23 08:00:00
Toranche aval; 1,69;20,38;2019/07/23 08:15:00
Toranche aval; 1,62;20,34;2019/07/23 08:30:00
Toranche aval; 1,81;20,34;2019/07/23 08:45:00
Toranche aval; 1,75;20,34;2019/07/23 09:00:00
Toranche aval; 1,46;20,36;2019/07/23 09:15:00
Toranche aval; 1,32;20,36;2019/07/23 09:30:00
Toranche aval; 1,18;20,36;2019/07/23 09:45:00
Toranche aval; 1,24;20,36;2019/07/23 10:00:00
Toranche aval; 1,25;20,38;2019/07/23 10:15:00
Toranche aval; 1,07;20,40;2019/07/23 10:30:00
Toranche aval; 0,95;20,44;2019/07/23 10:45:00
Toranche aval; 0,83;20,48;2019/07/23 11:00:00
Toranche aval; 0,67;20,50;2019/07/23 11:15:00
Toranche aval; 0,51;20,52;2019/07/23 11:30:00
Toranche aval; 0,54;20,54;2019/07/23 11:45:00
Toranche aval; 0,46;20,60;2019/07/23 12:00:00
Toranche aval; 0,38;20,66;2019/07/23 12:15:00
Toranche aval; 0,37;20,72;2019/07/23 12:30:00
Toranche aval; 1,21;20,92;2019/07/23 12:45:00
Toranche aval; 1,81;21,08;2019/07/23 13:00:00
Toranche aval; 1,63;21,28;2019/07/23 13:15:00
Toranche aval; 1,75;21,46;2019/07/23 13:30:00
Toranche aval; 1,58;21,60;2019/07/23 13:45:00
Toranche aval; 1,57;21,72;2019/07/23 14:00:00
Toranche aval; 1,49;21,82;2019/07/23 14:15:00
Toranche aval; 1,49;22,00;2019/07/23 14:30:00
Toranche aval; 1,50;22,16;2019/07/23 14:45:00
Toranche aval; 1,34;22,30;2019/07/23 15:00:00
Toranche aval; 1,37;22,44;2019/07/23 15:15:00
Toranche aval; 1,31;22,70;2019/07/23 15:30:00
Toranche aval; 1,85;22,80;2019/07/23 15:45:00
Toranche aval; 1,90;22,88;2019/07/23 16:00:00
Toranche aval; 2,24;22,86;2019/07/23 16:15:00
Toranche aval; 2,12;22,88;2019/07/23 16:30:00
Toranche aval; 1,90;22,92;2019/07/23 16:45:00
Toranche aval; 1,89;23,22;2019/07/23 17:00:00
Toranche aval; 1,48;23,24;2019/07/23 17:15:00
Toranche aval; 1,92;23,48;2019/07/23 17:30:00
Toranche aval; 1,56;23,68;2019/07/23 17:45:00
Toranche aval; 1,70;23,80;2019/07/23 18:00:00
Toranche aval; 1,94;23,78;2019/07/23 18:15:00
Toranche aval; 1,94;23,96;2019/07/23 18:30:00
Toranche aval; 1,39;23,82;2019/07/23 18:45:00
Toranche aval; 1,00;23,92;2019/07/23 19:00:00
Toranche aval; 0,65;23,96;2019/07/23 19:15:00
Toranche aval; 1,12;23,86;2019/07/23 19:30:00
Toranche aval; 0,37;23,62;2019/07/23 19:45:00
Toranche aval; 0,38;23,58;2019/07/23 20:00:00
Toranche aval; 0,20;23,58;2019/07/23 20:15:00
Toranche aval; 0,28;23,54;2019/07/23 20:30:00
Toranche aval; 0,45;23,50;2019/07/23 20:45:00
Toranche aval; 0,13;23,46;2019/07/23 21:00:00
Toranche aval; 0,78;23,52;2019/07/23 21:15:00
Toranche aval; 0,86;23,46;2019/07/23 21:30:00
Toranche aval; 0,79;23,40;2019/07/23 21:45:00
Toranche aval; 0,69;23,36;2019/07/23 22:00:00
Toranche aval; 0,73;23,42;2019/07/23 22:15:00
Toranche aval; 0,54;23,40;2019/07/23 22:30:00
Toranche aval; 0,71;23,36;2019/07/23 22:45:00
Toranche aval; 0,44;23,34;2019/07/23 23:00:00
Toranche aval; 0,19;23,30;2019/07/23 23:15:00
Toranche aval; 0,13;23,30;2019/07/23 23:30:00
Toranche aval; 0,15;23,26;2019/07/23 23:45:00
Toranche aval; 0,10;23,22;2019/07/24 00:00:00
Toranche aval; 0,03;23,22;2019/07/24 00:15:00
Toranche aval; 0,83;23,24;2019/07/24 00:30:00
Toranche aval; 0,30;23,18;2019/07/24 00:45:00
Toranche aval; 0,23;23,12;2019/07/24 01:00:00
Toranche aval; 0,56;23,08;2019/07/24 01:15:00
Toranche aval; 1,66;23,14;2019/07/24 01:30:00
Toranche aval; 0,98;23,10;2019/07/24 01:45:00
Toranche aval; 1,17;23,08;2019/07/24 02:00:00
Toranche aval; 0,86;23,04;2019/07/24 02:15:00
Toranche aval; 0,56;22,98;2019/07/24 02:30:00
Toranche aval; 0,64;22,94;2019/07/24 02:45:00
Toranche aval; 0,49;22,90;2019/07/24 03:00:00
Toranche aval; 0,52;22,86;2019/07/24 03:15:00
Toranche aval; 0,43;22,78;2019/07/24 03:30:00
Toranche aval; 0,26;22,72;2019/07/24 03:45:00
Toranche aval; 0,37;22,64;2019/07/24 04:00:00
Toranche aval; 0,86;22,56;2019/07/24 04:15:00
Toranche aval; 0,98;22,48;2019/07/24 04:30:00
Toranche aval; 0,72;22,40;2019/07/24 04:45:00
Toranche aval; 0,55;22,34;2019/07/24 05:00:00
Toranche aval; 0,63;22,26;2019/07/24 05:15:00
Toranche aval; 0,84;22,20;2019/07/24 05:30:00
Toranche aval; 0,77;22,12;2019/07/24 05:45:00
Toranche aval; 0,97;22,06;2019/07/24 06:00:00
Toranche aval; 0,60;21,98;2019/07/24 06:15:00
Toranche aval; 1,00;21,92;2019/07/24 06:30:00
Toranche aval; 1,18;21,86;2019/07/24 06:45:00
Toranche aval; 1,14;21,80;2019/07/24 07:00:00
Toranche aval; 1,20;21,74;2019/07/24 07:15:00
Toranche aval; 0,96;21,70;2019/07/24 07:30:00
Toranche aval; 0,82;21,66;2019/07/24 07:45:00
Toranche aval; 0,89;21,64;2019/07/24 08:00:00
Toranche aval; 0,84;21,62;2019/07/24 08:15:00
Toranche aval; 0,93;21,58;2019/07/24 08:30:00
Toranche aval; 0,85;21,58;2019/07/24 08:45:00
Toranche aval; 0,85;21,58;2019/07/24 09:00:00
Toranche aval; 0,74;21,58;2019/07/24 09:15:00
Toranche aval; 0,69;21,56;2019/07/24 09:30:00
Toranche aval; 0,56;21,58;2019/07/24 09:45:00
Toranche aval; 0,51;21,60;2019/07/24 10:00:00
Toranche aval; 0,44;21,62;2019/07/24 10:15:00
Toranche aval; 0,80;21,64;2019/07/24 10:30:00
Toranche aval; 1,28;21,68;2019/07/24 10:45:00
Toranche aval; 0,93;21,72;2019/07/24 11:00:00
Toranche aval; 0,99;21,76;2019/07/24 11:15:00
Toranche aval; 0,80;21,78;2019/07/24 11:30:00
Toranche aval; 0,49;21,78;2019/07/24 11:45:00
Toranche aval; 0,45;21,82;2019/07/24 12:00:00
Toranche aval; 0,39;21,88;2019/07/24 12:15:00
Toranche aval; 0,23;21,98;2019/07/24 12:30:00
Toranche aval; 0,23;22,08;2019/07/24 12:45:00
Toranche aval; 0,22;22,24;2019/07/24 13:00:00
Toranche aval; 0,48;22,42;2019/07/24 13:15:00
Toranche aval; 0,96;22,58;2019/07/24 13:30:00
Toranche aval; 1,12;22,72;2019/07/24 13:45:00
Toranche aval; 1,18;22,84;2019/07/24 14:00:00
Toranche aval; 0,93;22,94;2019/07/24 14:15:00
Toranche aval; 0,66;23,04;2019/07/24 14:30:00
Toranche aval; 0,48;23,14;2019/07/24 14:45:00
Toranche aval; 0,45;23,30;2019/07/24 15:00:00
Toranche aval; 0,86;23,44;2019/07/24 15:15:00
Toranche aval; 0,73;23,60;2019/07/24 15:30:00
Toranche aval; 0,54;23,70;2019/07/24 15:45:00
Toranche aval; 0,49;23,70;2019/07/24 16:00:00
Toranche aval; 1,12;23,76;2019/07/24 16:15:00
Toranche aval; 1,14;23,96;2019/07/24 16:30:00
Toranche aval; 1,04;24,12;2019/07/24 16:45:00
Toranche aval; 1,11;24,00;2019/07/24 17:00:00
Toranche aval; 0,88;24,00;2019/07/24 17:15:00
Toranche aval; 0,97;24,04;2019/07/24 17:30:00
Toranche aval; 0,76;24,34;2019/07/24 17:45:00
Toranche aval; 0,64;24,14;2019/07/24 18:00:00
Toranche aval; 0,37;24,36;2019/07/24 18:15:00
Toranche aval; 0,67;24,26;2019/07/24 18:30:00
Toranche aval; 0,64;24,28;2019/07/24 18:45:00
Toranche aval; 0,77;24,32;2019/07/24 19:00:00
Toranche aval; 0,84;24,38;2019/07/24 19:15:00
Toranche aval; 1,11;24,16;2019/07/24 19:30:00
Toranche aval; 0,95;24,14;2019/07/24 19:45:00
Toranche aval; 0,48;24,14;2019/07/24 20:00:00
Toranche aval; 0,40;24,12;2019/07/24 20:15:00
Toranche aval; 0,66;24,08;2019/07/24 20:30:00
Toranche aval; 0,31;24,02;2019/07/24 20:45:00
Toranche aval; 0,45;24,04;2019/07/24 21:00:00
Toranche aval; 0,22;23,98;2019/07/24 21:15:00
Toranche aval; 0,26;23,96;2019/07/24 21:30:00
Toranche aval; 0,16;23,98;2019/07/24 21:45:00
Toranche aval; 0,20;23,94;2019/07/24 22:00:00
Toranche aval; 0,24;23,92;2019/07/24 22:15:00
Toranche aval; 0,15;23,86;2019/07/24 22:30:00
Toranche aval; 0,26;23,82;2019/07/24 22:45:00
Toranche aval; 0,31;23,74;2019/07/24 23:00:00
Toranche aval; 0,32;23,66;2019/07/24 23:15:00
Toranche aval; 0,35;23,58;2019/07/24 23:30:00
Toranche aval; 1,39;23,48;2019/07/24 23:45:00
Toranche aval; 0,79;23,40;2019/07/25 00:00:00
Toranche aval; 0,82;23,32;2019/07/25 00:15:00
Toranche aval; 1,63;23,22;2019/07/25 00:30:00
Toranche aval; 1,86;23,14;2019/07/25 00:45:00
Toranche aval; 1,54;23,06;2019/07/25 01:00:00
Toranche aval; 1,55;22,98;2019/07/25 01:15:00
Toranche aval; 1,43;22,88;2019/07/25 01:30:00
Toranche aval; 1,40;22,80;2019/07/25 01:45:00
Toranche aval; 1,37;22,70;2019/07/25 02:00:00
Toranche aval; 1,54;22,62;2019/07/25 02:15:00
Toranche aval; 1,33;22,54;2019/07/25 02:30:00
Toranche aval; 1,41;22,46;2019/07/25 02:45:00
Toranche aval; 1,40;22,38;2019/07/25 03:00:00
Toranche aval; 1,40;22,30;2019/07/25 03:15:00
Toranche aval; 1,39;22,22;2019/07/25 03:30:00
Toranche aval; 1,43;22,14;2019/07/25 03:45:00
Toranche aval; 1,28;22,08;2019/07/25 04:00:00
Toranche aval; 1,30;22,00;2019/07/25 04:15:00
Toranche aval; 1,40;21,92;2019/07/25 04:30:00
Toranche aval; 1,63;21,84;2019/07/25 04:45:00
Toranche aval; 1,24;21,76;2019/07/25 05:00:00
Toranche aval; 1,13;21,68;2019/07/25 05:15:00
Toranche aval; 1,23;21,62;2019/07/25 05:30:00
Toranche aval; 1,17;21,56;2019/07/25 05:45:00
Toranche aval; 1,08;21,48;2019/07/25 06:00:00
Toranche aval; 1,05;21,42;2019/07/25 06:15:00
Toranche aval; 1,15;21,34;2019/07/25 06:30:00
Toranche aval; 1,08;21,26;2019/07/25 06:45:00
Toranche aval; 1,27;21,20;2019/07/25 07:00:00
Toranche aval; 1,30;21,14;2019/07/25 07:15:00
Toranche aval; 1,19;21,10;2019/07/25 07:30:00
Toranche aval; 1,02;21,06;2019/07/25 07:45:00
Toranche aval; 1,03;21,02;2019/07/25 08:00:00
Toranche aval; 0,93;21,00;2019/07/25 08:15:00
Toranche aval; 0,73;20,98;2019/07/25 08:30:00
Toranche aval; 0,84;20,98;2019/07/25 08:45:00
Toranche aval; 0,78;20,98;2019/07/25 09:00:00
Toranche aval; 0,70;20,98;2019/07/25 09:15:00
Toranche aval; 0,62;21,00;2019/07/25 09:30:00
Toranche aval; 0,46;21,02;2019/07/25 09:45:00
Toranche aval; 0,57;21,04;2019/07/25 10:00:00
Toranche aval; 0,37;21,06;2019/07/25 10:15:00
Toranche aval; 0,30;21,08;2019/07/25 10:30:00
Toranche aval; 0,21;21,12;2019/07/25 10:45:00
Toranche aval; 0,17;21,14;2019/07/25 11:00:00
Toranche aval; 0,13;21,20;2019/07/25 11:15:00
Toranche aval; 0,34;21,20;2019/07/25 11:30:00
Toranche aval; 0,30;21,24;2019/07/25 11:45:00
Toranche aval; 0,19;21,28;2019/07/25 12:00:00
Toranche aval; 0,28;21,34;2019/07/25 12:15:00
Toranche aval; 0,18;21,46;2019/07/25 12:30:00
Toranche aval; 0,51;21,70;2019/07/25 12:45:00
Toranche aval; 0,97;22,02;2019/07/25 13:00:00
Toranche aval; 0,96;22,10;2019/07/25 13:15:00
Toranche aval; 0,93;22,18;2019/07/25 13:30:00
Toranche aval; 0,77;22,34;2019/07/25 13:45:00
Toranche aval; 0,88;22,48;2019/07/25 14:00:00
Toranche aval; 0,97;22,70;2019/07/25 14:15:00
Toranche aval; 0,89;22,78;2019/07/25 14:30:00
Toranche aval; 1,17;22,92;2019/07/25 14:45:00
Toranche aval; 1,02;23,20;2019/07/25 15:00:00
Toranche aval; 0,79;23,42;2019/07/25 15:15:00
Toranche aval; 0,63;23,46;2019/07/25 15:30:00
Toranche aval; 0,76;23,58;2019/07/25 15:45:00
Toranche aval; 1,36;23,64;2019/07/25 16:00:00
Toranche aval; 1,64;23,88;2019/07/25 16:15:00
Toranche aval; 2,40;23,72;2019/07/25 16:30:00
Toranche aval; 2,32;23,82;2019/07/25 16:45:00
Toranche aval; 2,04;23,96;2019/07/25 17:00:00
Toranche aval; 1,95;24,02;2019/07/25 17:15:00
Toranche aval; 1,73;24,06;2019/07/25 17:30:00
Toranche aval; 1,03;24,12;2019/07/25 17:45:00
Toranche aval; 0,78;24,06;2019/07/25 18:00:00
Toranche aval; 0,55;24,08;2019/07/25 18:15:00
Toranche aval; 0,84;24,22;2019/07/25 18:30:00
Toranche aval; 0,48;24,10;2019/07/25 18:45:00
Toranche aval; 0,38;24,14;2019/07/25 19:00:00
Toranche aval; 0,67;24,14;2019/07/25 19:15:00
Toranche aval; 0,35;24,16;2019/07/25 19:30:00
Toranche aval; 0,31;24,18;2019/07/25 19:45:00
Toranche aval; 0,07;24,18;2019/07/25 20:00:00
Toranche aval; 0,31;24,18;2019/07/25 20:15:00
Toranche aval; 0,21;24,12;2019/07/25 20:30:00
Toranche aval; 0,23;24,14;2019/07/25 20:45:00
Toranche aval; 0,39;24,06;2019/07/25 21:00:00
Toranche aval; 1,27;24,00;2019/07/25 21:15:00
Toranche aval; 2,04;23,94;2019/07/25 21:30:00
Toranche aval; 1,79;23,82;2019/07/25 21:45:00
Toranche aval; 1,33;23,74;2019/07/25 22:00:00
Toranche aval; 1,25;23,70;2019/07/25 22:15:00
Toranche aval; 1,11;23,64;2019/07/25 22:30:00
Toranche aval; 1,03;23,60;2019/07/25 22:45:00
Toranche aval; 0,77;23,54;2019/07/25 23:00:00
Toranche aval; 0,95;23,48;2019/07/25 23:15:00
Toranche aval; 0,78;23,38;2019/07/25 23:30:00
Toranche aval; 0,82;23,28;2019/07/25 23:45:00
Toranche aval; 0,97;23,22;2019/07/26 00:00:00
Toranche aval; 0,95;23,14;2019/07/26 00:15:00
Toranche aval; 0,82;23,08;2019/07/26 00:30:00
Toranche aval; 0,56;23,02;2019/07/26 00:45:00
Toranche aval; 1,43;22,98;2019/07/26 01:00:00
Toranche aval; 1,29;22,92;2019/07/26 01:15:00
Toranche aval; 1,05;22,88;2019/07/26 01:30:00
Toranche aval; 0,93;22,82;2019/07/26 01:45:00
Toranche aval; 1,18;22,74;2019/07/26 02:00:00
Toranche aval; 1,27;22,70;2019/07/26 02:15:00
Toranche aval; 0,96;22,66;2019/07/26 02:30:00
Toranche aval; 1,11;22,60;2019/07/26 02:45:00
Toranche aval; 0,91;22,58;2019/07/26 03:00:00
Toranche aval; 0,97;22,54;2019/07/26 03:15:00
Toranche aval; 0,77;22,50;2019/07/26 03:30:00
Toranche aval; 0,93;22,44;2019/07/26 03:45:00
Toranche aval; 0,82;22,38;2019/07/26 04:00:00
Toranche aval; 1,18;22,32;2019/07/26 04:15:00
Toranche aval; 1,16;22,28;2019/07/26 04:30:00
Toranche aval; 1,07;22,24;2019/07/26 04:45:00
Toranche aval; 1,77;22,16;2019/07/26 05:00:00
Toranche aval; 1,33;22,12;2019/07/26 05:15:00
Toranche aval; 0,80;22,04;2019/07/26 05:30:00
Toranche aval; 0,98;21,96;2019/07/26 05:45:00
Toranche aval; 0,82;21,88;2019/07/26 06:00:00
Toranche aval; 1,04;21,80;2019/07/26 06:15:00
Toranche aval; 1,16;21,72;2019/07/26 06:30:00
Toranche aval; 0,90;21,66;2019/07/26 06:45:00
Toranche aval; 0,71;21,60;2019/07/26 07:00:00
Toranche aval; 0,79;21,54;2019/07/26 07:15:00
Toranche aval; 0,84;21,48;2019/07/26 07:30:00
Toranche aval; 0,48;21,42;2019/07/26 07:45:00
Toranche aval; 0,49;21,38;2019/07/26 08:00:00
Toranche aval; 0,34;21,34;2019/07/26 08:15:00
Toranche aval; 0,46;21,30;2019/07/26 08:30:00
Toranche aval; 0,45;21,30;2019/07/26 08:45:00
Toranche aval; 0,31;21,30;2019/07/26 09:00:00
Toranche aval; 0,28;21,30;2019/07/26 09:15:00
Toranche aval; 0,29;21,28;2019/07/26 09:30:00
Toranche aval; 0,34;21,28;2019/07/26 09:45:00
Toranche aval; 0,29;21,30;2019/07/26 10:00:00
Toranche aval; 0,21;21,30;2019/07/26 10:15:00
Toranche aval; 0,15;21,32;2019/07/26 10:30:00
Toranche aval; 0,31;21,36;2019/07/26 10:45:00
